App,Category,Rating,Reviews,Size,Installs,Type,Price ($),Content Rating,Genres,Last Updated
FKCrvenaZvezdaIzzy,TOOLS,4.8,1456,15M,50000,Free,0,Everyone,Tools,14-Nov-16
FloridaStatutesFLCode,BOOKS_AND_REFERENCE,3.2,5,8.2M,1000,Free,0,Everyone,Books & Reference,21-Oct-17
FRRoster,TOOLS,4.1,174,12M,5000,Free,0,Everyone,Tools,30-Jul-18
LaftelWatchingandAnnouncingSnoopingStreaming,COMICS,4.6,4895,35M,100000,Free,0,Everyone,Comics,02-Aug-18
FreeForeclosureRealEstateSearchbyUSHUDcom,HOUSE_AND_HOME,3.4,287,27M,100000,Free,0,Everyone,House & Home,29-May-18
ACEElite,FINANCE,4.1,2898,45M,100000,Free,0,Everyone,Finance,09-May-18
NetspendSkylightONE,FINANCE,3.9,1098,46M,100000,Free,0,Everyone,Finance,09-May-18
Happify,HEALTH_AND_FITNESS,3.7,1812,37M,100000,Free,0,Everyone,Health & Fitness,24-Jul-18
LarkHealthCoach,HEALTH_AND_FITNESS,4.1,3405,51M,100000,Free,0,Everyone,Health & Fitness,25-Jul-18
EverlanceFreeMileageLog,FINANCE,4.7,7514,14M,100000,Free,0,Everyone,Finance,31-Jul-18
NerdWalletPersonalFinanceCreditScoreCash,FINANCE,4.6,2417,28M,100000,Free,0,Everyone,Finance,03-Aug-18
MovenSmartFinances,FINANCE,3.8,861,17M,100000,Free,0,Everyone,Finance,29-May-18
AbsWorkoutDaysFitnessAppforSixPackAbs,HEALTH_AND_FITNESS,4.6,299,11M,100000,Free,0,Everyone,Health & Fitness,03-Aug-18
TheTKAppeverythingundercontrol,HEALTH_AND_FITNESS,4.5,8642,18M,100000,Free,0,Everyone,Health & Fitness,02-Aug-18
CiscoWebexTeams,BUSINESS,4.2,1661,46M,100000,Free,0,Everyone,Business,02-Aug-18
PixelDrawNumberArtColoringBook,ART_AND_DESIGN,4.3,967,2.8M,100000,Free,0,Everyone,Art & Design;Creativity,20-Jun-18
REGChecktheregnumberfindinformationaboutSwedishvehicles,AUTO_AND_VEHICLES,3.9,3971,3.6M,100000,Free,0,Everyone,Auto & Vehicles,30-Jul-18
MandalaColoringBook,ART_AND_DESIGN,4.6,4326,21M,100000,Free,0,Everyone,Art & Design,26-Jun-18
MoodpathDepressionAnxietyTest,MEDICAL,4.6,6035,8.9M,100000,Free,0,Everyone,Medical,05-Jul-18
HealtheLife,MEDICAL,3.6,190,7.7M,100000,Free,0,Everyone,Medical,02-Jan-18
MDLIVETalktoaDoctor,MEDICAL,3.4,650,27M,100000,Free,0,Everyone,Medical,23-Jul-18
NurseGrid,MEDICAL,4.5,1686,15M,100000,Free,0,Everyone,Medical,30-Jul-18
ScriptSaveWellRxRxDiscounts,MEDICAL,3.8,700,37M,100000,Free,0,Everyone,Medical,21-Jun-18
BioLifePlasmaServices,MEDICAL,3.5,250,23M,100000,Free,0,Everyone,Medical,09-Jul-18
WedMeGoodWeddingPlanner,LIFESTYLE,4.6,1658,9.7M,100000,Free,0,Everyone,Lifestyle,31-Jul-18
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55M,100000,Free,0,Everyone,Libraries & Demo,02-Aug-18
TNPattaChittaECInfo,TOOLS,4.2,1611,2.7M,100000,Free,0,Everyone,Tools,06-Aug-18
MyOoredooAlgeria,TOOLS,4.2,3606,17M,100000,Free,0,Everyone,Tools,24-Jun-18
CWTToGo,TRAVEL_AND_LOCAL,4.4,20313,57M,100000,Free,0,Everyone,Travel & Local,05-Aug-18
AnthemBCAnywhere,MEDICAL,2.6,496,24M,100000,Free,0,Everyone,Medical,27-Jul-18
ThethStand,SPORTS,4.8,1664,17M,100000,Free,0,Everyone,Sports,31-Jul-18
ZipRealtyRealEstateHomes,LIFESTYLE,4,3937,15M,100000,Free,0,Everyone,Lifestyle,27-Jul-18
AscapeVRVirtualTravel,TRAVEL_AND_LOCAL,4.1,890,7.6M,100000,Free,0,Everyone,Travel & Local;Action & Adventure,09-Aug-17
DanielTigerforParents,PARENTING,4.7,247,28M,100000,Free,0,Everyone,Parenting;Music & Video,19-Mar-18
Itsopen,PARENTING,4.4,1528,16M,100000,Free,0,Everyone,Parenting,24-Jul-18
KidsFangInfantVideosChildrensSongsFairyTalesLullabyCollections,PARENTING,4.6,349,4.4M,100000,Free,0,Everyone,Parenting,21-Mar-18
UHaul,TRAVEL_AND_LOCAL,3.2,852,37M,100000,Free,0,Everyone,Travel & Local,31-Jul-18
ABRepeatPlayer,VIDEO_PLAYERS,4.3,1628,18M,100000,Free,0,Everyone,Video Players & Editors,06-Mar-18
TMobileDIGITS,COMMUNICATION,3,1820,33M,100000,Free,0,Everyone,Communication,15-Feb-18
ControlCenteriOSPhoneXControlPanel,TOOLS,4.1,1925,8.3M,100000,Free,0,Everyone,Tools,15-Nov-17
OSXEMUITHEME,PERSONALIZATION,3.9,916,36M,100000,Free,0,Everyone,Personalization,05-Feb-18
QapitalSaveSmallLiveLarge,FINANCE,4.5,8662,38M,100000,Free,0,Everyone,Finance,20-Jul-18
ReadyGMATPrepGMAT,EDUCATION,4.6,18372,47M,100000,Free,0,Everyone,Education,21-May-18
ReadySATPrepSAT,EDUCATION,4.6,13612,48M,100000,Free,0,Everyone,Education,10-May-18
VCamera,PHOTOGRAPHY,3.3,582,28M,100000,Free,0,Everyone,Photography,11-Sep-15
CoastToCoastAMInsider,NEWS_AND_MAGAZINES,3.9,4581,21M,100000,Free,0,Everyone,News & Magazines,04-Jan-18
HPlus,HEALTH_AND_FITNESS,2.9,1786,5.9M,100000,Free,0,Everyone,Health & Fitness,12-Jun-18
GPixAndroidPEMUITHEME,PERSONALIZATION,4.1,720,10M,100000,Free,0,Everyone,Personalization,13-Mar-18
MirrorsEdgeCompanion,GAME,3.4,1995,43M,100000,Free,0,Everyone,Action,28-Jun-16
CARSbg,AUTO_AND_VEHICLES,4.5,276,1.7M,100000,Free,0,Everyone,Auto & Vehicles,05-Jul-17
AZBrowserPrivateDownload,COMMUNICATION,4.4,1520,5.2M,100000,Free,0,Everyone,Communication,31-Dec-16
JOBSbg,BUSINESS,4.4,1630,2.2M,100000,Free,0,Everyone,Business,22-Aug-17
RemixSecondHand,SHOPPING,4.2,867,7.5M,100000,Free,0,Everyone,Shopping,02-Aug-18
BloodGlucoseTracker,HEALTH_AND_FITNESS,4.6,9612,3.5M,100000,Free,0,Everyone,Health & Fitness,18-May-18
BienLnea,FINANCE,4,5055,17M,100000,Free,0,Everyone,Finance,05-Mar-18
BWMobilbankingfrSmartphoneundTablet,FINANCE,4.1,2048,24M,100000,Free,0,Everyone,Finance,10-Jul-18
BlackWhiteCameraLovelyBW,PHOTOGRAPHY,4.2,329,4.8M,100000,Free,0,Everyone,Photography,13-Nov-17
VisualCVResumeBuilder,BUSINESS,4.6,2555,16M,100000,Free,0,Everyone,Business,02-Jun-17
CoopCRS,LIFESTYLE,3.6,581,26M,100000,Free,0,Everyone,Lifestyle,04-Mar-18
QRZAssistant,COMMUNICATION,4.2,1044,3.5M,100000,Free,0,Everyone,Communication,30-May-18
ResumeBuilderFreeCVMakerPremiumTemplates,BUSINESS,4.6,770,5.6M,100000,Free,0,Everyone,Business,03-Aug-18
DSnote,PRODUCTIVITY,3.9,2046,60M,100000,Free,0,Everyone,Productivity,11-Jun-18
Arbys,FOOD_AND_DRINK,3.1,194,26M,100000,Free,0,Everyone,Food & Drink,12-Jul-18
DagensNyheter,NEWS_AND_MAGAZINES,2.5,2055,17M,100000,Free,0,Everyone,News & Magazines,04-Jul-18
GoalMeterGoalTrackerHabitChangerToDoList,PRODUCTIVITY,4.6,7969,20M,100000,Free,0,Everyone,Productivity,06-Feb-18
IkeToDoListTaskList,PRODUCTIVITY,4.6,6320,6.3M,100000,Free,0,Everyone,Productivity,10-Dec-16
eHub,BUSINESS,4.2,6969,4.8M,100000,Free,0,Everyone,Business,29-Jun-18
GoAction,VIDEO_PLAYERS,3.6,1522,65M,100000,Free,0,Everyone,Video Players & Editors,17-Jul-18
DKLiveSportsPlaybyPlay,SPORTS,3.9,255,19M,100000,Free,0,Everyone,Sports,22-May-18
Propertyfinder,LIFESTYLE,4.2,1506,11M,100000,Free,0,Everyone,Lifestyle,07-Aug-18
taxieu,TRAVEL_AND_LOCAL,4.1,1865,22M,100000,Free,0,Everyone,Travel & Local,28-Jun-18
Everbridge,COMMUNICATION,3.1,497,36M,100000,Free,0,Everyone,Communication,17-Jul-18
EZWebVideoCastChromecast,VIDEO_PLAYERS,4.1,1276,4.6M,100000,Free,0,Everyone,Video Players & Editors,14-Dec-17
efootweareuonlinestore,SHOPPING,4.5,928,8.6M,100000,Free,0,Everyone,Shopping,02-Aug-18
FCKlnApp,SPORTS,4.6,2019,41M,100000,Free,0,Everyone,Sports,20-Jul-18
FDVRVirtualAppLauncher,LIBRARIES_AND_DEMO,4.1,1463,7.4M,100000,Free,0,Everyone,Libraries & Demo,30-Nov-16
DownloadFacebookPhotoAlbums,TOOLS,4,3840,2.5M,100000,Free,0,Everyone,Tools,02-Jun-17
CandysimplyFi,LIFESTYLE,2.1,2390,35M,100000,Free,0,Everyone,Lifestyle,17-Jul-18
FLStateParksGuide,TRAVEL_AND_LOCAL,3.7,871,45M,100000,Free,0,Everyone,Travel & Local,27-Oct-17
UsedcarsearchGoonetwholecarGotonet,AUTO_AND_VEHICLES,3.7,5414,18M,1000000,Free,0,Everyone,Auto & Vehicles,23-Jul-18
WaneloShopping,SHOPPING,4.6,94205,6.5M,1000000,Free,0,Everyone,Shopping,13-Jun-18
SlickdealsCouponsShopping,SHOPPING,4.5,33583,12M,1000000,Free,0,Everyone,Shopping,30-Jul-18
Nike,SHOPPING,4.7,67071,40M,1000000,Free,0,Everyone,Shopping,01-Aug-18
EbatesCashBackCouponsRewardsSavings,SHOPPING,4.5,37253,31M,1000000,Free,0,Everyone,Shopping,03-Aug-18
DunkinDonuts,FOOD_AND_DRINK,4.2,68103,66M,1000000,Free,0,Everyone,Food & Drink,20-Jun-18
RuntasticMountainBikeGPSTracker,HEALTH_AND_FITNESS,4.5,50679,38M,1000000,Free,0,Everyone,Health & Fitness,01-Aug-18
NetSpendPrepaid,FINANCE,4.2,15993,45M,1000000,Free,0,Everyone,Finance,09-May-18
SportractiveGPSRunningCyclingDistanceTracker,HEALTH_AND_FITNESS,4.8,48276,7.5M,1000000,Free,0,Everyone,Health & Fitness,04-Aug-18
MileIQFreeMileageTrackerforBusiness,FINANCE,4.5,46106,22M,1000000,Free,0,Everyone,Finance,31-Jul-18
CreditWisefromCapitalOne,FINANCE,4.6,26587,8.4M,1000000,Free,0,Everyone,Finance,19-Jul-18
ETRADEMobile,FINANCE,3.9,10658,58M,1000000,Free,0,Everyone,Finance,02-Aug-18
AllTrailsHikingRunningMountainBikeTrails,HEALTH_AND_FITNESS,4.3,16943,32M,1000000,Free,0,Everyone,Health & Fitness,30-Jul-18
ThaiHandwriting,EDUCATION,4.3,3168,19M,1000000,Free,0,Everyone,Education,26-Oct-17
CheggStudyHomeworkHelp,EDUCATION,4.3,14700,21M,1000000,Free,0,Everyone,Education,30-Jul-18
CYANOGENRentbuyanapartmentaroomacottage,HOUSE_AND_HOME,4.3,37711,40M,1000000,Free,0,Everyone,House & Home,31-Jul-18
FitbitCoach,HEALTH_AND_FITNESS,4.6,28951,60M,1000000,Free,0,Everyone,Health & Fitness,16-Jul-18
GoogleAnalytics,BUSINESS,4.5,78662,22M,1000000,Free,0,Everyone,Business,13-Feb-18
BritishAirways,TRAVEL_AND_LOCAL,4.2,25740,51M,1000000,Free,0,Everyone,Travel & Local,24-Jul-18
WendysFoodandOffers,FOOD_AND_DRINK,3.4,6507,18M,1000000,Free,0,Everyone,Food & Drink,12-Apr-18
SUBWAY,FOOD_AND_DRINK,3.8,21314,41M,1000000,Free,0,Everyone,Food & Drink,24-Jul-18
SONICDriveIn,FOOD_AND_DRINK,4.3,19314,43M,1000000,Free,0,Everyone,Food & Drink,31-Jul-18
YummlyRecipesShoppingList,FOOD_AND_DRINK,4.5,91359,27M,1000000,Free,0,Everyone,Food & Drink,05-Jul-18
AllMathsFormulas,BOOKS_AND_REFERENCE,4.4,2709,6.8M,1000000,Free,0,Everyone,Books & Reference,11-Jul-18
AdaYourHealthGuide,MEDICAL,4.7,87418,14M,1000000,Free,0,Everyone,Medical,16-Jul-18
FollowMyHealth,MEDICAL,4.6,73118,37M,1000000,Free,0,Everyone,Medical,10-May-18
FamilyconveniencestoreFamilyMart,LIFESTYLE,3.3,9663,19M,1000000,Free,0,Everyone,Lifestyle,16-Jul-18
PASSbyKTformerlyKTcertified,LIFESTYLE,3.5,7869,21M,1000000,Free,0,Everyone,Lifestyle,01-Aug-18
Safeway,LIFESTYLE,4.3,33572,37M,1000000,Free,0,Everyone,Lifestyle,02-Aug-18
SelfiePhotoEditor,PHOTOGRAPHY,4.6,11677,19M,1000000,Free,0,Everyone,Photography,05-Jul-18
Allegiant,TRAVEL_AND_LOCAL,3.1,5572,21M,1000000,Free,0,Everyone,Travel & Local,12-Jul-18
Wheretotraveltickethoteltrainticketcartickettraveltickets,TRAVEL_AND_LOCAL,4.2,5112,62M,1000000,Free,0,Everyone,Travel & Local,27-Jul-18
Snapfish,PHOTOGRAPHY,4.1,32398,28M,1000000,Free,0,Everyone,Photography,01-Aug-18
TouchNoteCardsGifts,PHOTOGRAPHY,4.1,19232,28M,1000000,Free,0,Everyone,Photography,06-Aug-18
NeweggMobile,SHOPPING,4.5,35497,16M,1000000,Free,0,Everyone,Shopping,11-Jul-18
MAIN,TRAVEL_AND_LOCAL,3.6,7081,51M,1000000,Free,0,Everyone,Travel & Local,06-Aug-18
NASCARMOBILE,SPORTS,4.2,80900,21M,1000000,Free,0,Everyone,Sports,25-Jul-18
TheChampionshipsWimbledon,SPORTS,4.3,24082,95M,1000000,Free,0,Everyone,Sports,04-Jul-18
WoodyPuzzle,GAME,4.7,21262,29M,1000000,Free,0,Everyone,Puzzle,03-Aug-18
ApartmentscomRentalSearch,HOUSE_AND_HOME,4.3,22584,16M,1000000,Free,0,Everyone,House & Home,16-Jul-18
Circleratio,MAPS_AND_NAVIGATION,3.7,10562,60M,1000000,Free,0,Everyone,Maps & Navigation,03-Aug-18
KurioReadtheLatestNews,NEWS_AND_MAGAZINES,4.2,40167,8.7M,1000000,Free,0,Everyone,News & Magazines,30-Jul-18
AEAerieJeansDressesSwimsuitsBralettes,SHOPPING,4.2,20476,28M,1000000,Free,0,Everyone,Shopping,17-Jul-18
Blur,PHOTOGRAPHY,4,9013,2.4M,1000000,Free,0,Everyone,Photography,18-Jun-18
InfoBMKG,WEATHER,4.3,21404,7.6M,1000000,Free,0,Everyone,Weather,15-Jun-17
KlartseSwedensbestweather,WEATHER,3.6,7623,19M,1000000,Free,0,Everyone,Weather,11-Jul-18
IHGHotelDealsRewards,TRAVEL_AND_LOCAL,4.3,18622,44M,1000000,Free,0,Everyone,Travel & Local,03-Aug-18
SPGStarwoodHotelsResorts,TRAVEL_AND_LOCAL,4.2,8258,22M,1000000,Free,0,Everyone,Travel & Local,03-Jul-18
Calculator,TOOLS,4.6,33509,3.6M,1000000,Free,0,Everyone,Tools,12-May-18
Weatherforecast,WEATHER,4.8,159455,10M,1000000,Free,0,Everyone,Weather,08-May-18
,NEWS_AND_MAGAZINES,4.5,44274,8.0M,1000000,Free,0,Everyone,News & Magazines,06-Aug-18
VUEvideoeditorcamcorder,VIDEO_PLAYERS,4.4,38630,89M,1000000,Free,0,Everyone,Video Players & Editors,05-Aug-18
Wirelessnews,NEWS_AND_MAGAZINES,3.5,6066,56M,1000000,Free,0,Everyone,News & Magazines,16-Apr-18
AllVideoDownloader,VIDEO_PLAYERS,4.3,7557,5.6M,1000000,Free,0,Everyone,Video Players & Editors,25-Jul-18
PuzzleAlarmClock,TOOLS,4.3,32111,5.3M,1000000,Free,0,Everyone,Tools,03-Aug-18
VideoEditorCropVideoMovieVideoMusicEffects,VIDEO_PLAYERS,4.7,53006,44M,1000000,Free,0,Everyone,Video Players & Editors,03-Aug-18
UbyBBT,FINANCE,4.3,16600,24M,1000000,Free,0,Everyone,Finance,19-Jun-18
StashInvestLearnSave,FINANCE,4.2,11919,23M,1000000,Free,0,Everyone,Finance,27-Jul-18
LinkedInLearningOnlineCoursestoLearnSkills,EDUCATION,4.6,7973,18M,1000000,Free,0,Everyone,Education,27-Jul-18
BabbelLearnSpanish,EDUCATION,4.4,54798,11M,1000000,Free,0,Everyone,Education,30-Jul-18
Freeintellectualtraininggameapplication,EDUCATION,4.2,5741,84M,1000000,Free,0,Everyone,Education;Pretend Play,25-Jul-18
BanorteMovil,FINANCE,4.1,111632,65M,1000000,Free,0,Everyone,Finance,09-Jun-18
JetBlue,TRAVEL_AND_LOCAL,4.4,24281,29M,1000000,Free,0,Everyone,Travel & Local,25-Jul-18
NickJrShowsGames,ENTERTAINMENT,4.2,8968,35M,1000000,Free,0,Everyone,Entertainment;Music & Video,23-Jan-18
TMobilein,FINANCE,3.5,3856,8.2M,1000000,Free,0,Everyone,Finance,31-Jul-18
OLauncherforAndroidOOreoLauncher,TOOLS,4.4,11393,8.7M,1000000,Free,0,Everyone,Tools,27-Jul-18
ThePCHApp,LIFESTYLE,4.5,234971,81M,1000000,Free,0,Everyone,Lifestyle,25-Jul-18
Createappsfastwithbeautifuldesignandnocode,BUSINESS,3.7,23729,24M,1000000,Free,0,Everyone,Business,14-May-18
CarDrivingSimulatorDrift,GAME,4.4,19816,57M,1000000,Free,0,Everyone,Racing,03-Nov-17
MobizenScreenRecorderforLGRecordCapture,VIDEO_PLAYERS,4.5,58820,37M,1000000,Free,0,Everyone,Video Players & Editors,26-Apr-18
QbertRebooted,GAME,4.3,13788,55M,1000000,Free,0,Everyone,Arcade,01-Apr-17
MultipleVideosatSameTime,VIDEO_PLAYERS,4.4,4706,1.5M,1000000,Free,0,Everyone,Video Players & Editors,19-Jun-18
BHPhotoVideoProAudio,SHOPPING,4.6,17180,31M,1000000,Free,0,Everyone,Shopping,03-Aug-18
CarrosRebaixadosBR,GAME,4.3,20691,89M,1000000,Free,0,Everyone,Racing,31-Jul-18
AdventureTimeRun,GAME,4.3,24628,88M,1000000,Free,0,Everyone,Action,26-Jul-18
AngeloRulesCrazyday,GAME,3.9,108336,62M,1000000,Free,0,Everyone,Adventure,27-Jun-16
WindguruLite,WEATHER,4,9307,5.0M,1000000,Free,0,Everyone,Weather,09-Jan-18
RemoteCTSmartRemote,TOOLS,3.5,3988,11M,1000000,Free,0,Everyone,Tools,22-Dec-15
KrazyCouponLady,SHOPPING,4.7,10318,32M,1000000,Free,0,Everyone,Shopping,19-Jun-18
BikeDConfigurator,SPORTS,4.3,34062,85M,1000000,Free,0,Everyone,Sports,03-Apr-18
MicrosoftToDoListTaskReminder,PRODUCTIVITY,4.1,14432,16M,1000000,Free,0,Everyone,Productivity,31-Jul-18
StickersforFacebook,SOCIAL,4.3,11066,10M,1000000,Free,0,Everyone,Social,13-Mar-18
LegheFantagazzetta,SPORTS,4.1,79464,27M,1000000,Free,0,Everyone,Sports,06-Aug-18
DisneyCrossyRoad,FAMILY,4.5,514088,83M,10000000,Free,0,Everyone,Arcade;Action & Adventure,30-May-18
TOFUOhSUSHI,FAMILY,4.1,59917,92M,5000000,Free,0,Everyone,Education;Pretend Play,31-Jul-18
ABCmousecom,FAMILY,4.3,50887,91M,5000000,Free,0,Everyone,Education;Education,03-Jul-18
SweetBabyGirlNewbornBaby,FAMILY,3.8,36028,50M,5000000,Free,0,Everyone,Educational;Education,02-Jul-18
SweetBabyGirlDreamHouseandPlayTime,FAMILY,3.9,95537,58M,10000000,Free,0,Everyone,Educational;Education,13-Jul-18
RISKGlobalDomination,FAMILY,4,68559,75M,5000000,Free,0,Everyone,Board;Action & Adventure,31-Jul-18
SnoopysTownTaleCityBuildingSimulator,FAMILY,4.2,47031,58M,1000000,Free,0,Everyone,Simulation;Action & Adventure,30-Jul-18
ThomasFriendsRaceOn,FAMILY,4.1,29319,26M,5000000,Free,0,Everyone,Casual;Action & Adventure,18-May-18
HenryDangerCrimeWarp,FAMILY,4.6,9626,28M,1000000,Free,0,Everyone,Action;Action & Adventure,07-Feb-18
ClubPenguinIsland,FAMILY,2.8,107441,32M,1000000,Free,0,Everyone,Casual;Action & Adventure,10-Jul-18
SummerCampIslandAR,FAMILY,3.6,740,71M,50000,Free,0,Everyone,Simulation,05-Jul-18
HiddenObjectsTreasureHuntAdventureGames,FAMILY,4.3,275,29M,10000,Free,0,Everyone,Puzzle,09-Jul-18
TVAE,FAMILY,3.9,109,7.5M,10000,Free,0,Everyone,Entertainment,21-Sep-17
CompTIAAPocketPrep,FAMILY,4.3,1311,14M,10000,Free,0,Everyone,Education,11-Jul-18
BatmobileRCController,FAMILY,3.7,452,30M,100000,Free,0,Everyone,Entertainment,02-Feb-18
AngryBirdsEpicRPG,FAMILY,4.5,2634605,63M,10000000,Free,0,Everyone,Role Playing,18-Jul-18
GetFreeVbucksfortniteHints,FAMILY,4.7,1997,1.8M,5000,Free,0,Everyone,Entertainment,21-Jul-18
AngryBirdsBlast,FAMILY,4.6,253115,99M,10000000,Free,0,Everyone,Puzzle,27-Jul-18
AlabamaDMVPermitTestAL,FAMILY,4.3,218,29M,10000,Free,0,Everyone,Education,15-Feb-18
LieDetectorTestPrank,FAMILY,4.4,222308,6.9M,10000000,Free,0,Everyone,Entertainment,31-Jul-18
JMEFly,FAMILY,3.9,28,98M,1000,Free,0,Everyone,Entertainment,31-May-18
AVHDVideoPlayer,FAMILY,3.8,6,23M,1000,Free,0,Everyone,Entertainment,19-Jan-18
KidsAZ,FAMILY,4.2,26426,30M,1000000,Free,0,Everyone,Education;Education,02-Aug-18
ArizonaDMVPermitTestAZ,FAMILY,4.2,109,30M,10000,Free,0,Everyone,Education,15-Feb-18
AUSpark,FAMILY,3.7,681,8.2M,10000,Free,0,Everyone,Education,01-Aug-18
Rabbithole,FAMILY,3.5,3347,15M,100000,Free,0,Everyone,Entertainment,18-Jul-18
Sufaraba,FAMILY,4.9,285,25M,10000,Free,0,Everyone,Education,05-Jan-18
APCalculusBCPracticeTest,FAMILY,4.2,4,29M,500,Free,0,Everyone,Education,25-Jan-18
BKmurlitodayMobileMurliGyan,FAMILY,4.8,100,4.5M,5000,Free,0,Everyone,Education,05-Aug-18
BostonUniversityAlumni,FAMILY,1.8,5,5.2M,1000,Free,0,Everyone,Education,02-Dec-17
BKVideoStatus,FAMILY,5,13,2.1M,100,Free,0,Everyone,Entertainment,07-Jul-18
BJFPV,FAMILY,4.2,16,26M,1000,Free,0,Everyone,Casual,31-Jul-18
BSGenerator,FAMILY,4.2,5,3.3M,100,Free,0,Everyone,Entertainment,23-Jul-16
LoveSignalDMate,FAMILY,4.3,1895,72M,50000,Free,0,Everyone,Simulation,27-Feb-18
BeautyRentalShop,FAMILY,4.6,11480,93M,100000,Free,0,Everyone,Simulation,25-May-18
SandboxColorbyNumberColoringPages,FAMILY,4.7,412744,10M,10000000,Free,0,Everyone,Entertainment;Creativity,19-Jul-18
AdultColorByNumberBookNumberColoringPages,FAMILY,4.2,2231,37M,500000,Free,0,Everyone,Entertainment,23-Jul-18
DrawColorbyNumberSandboxPixelArt,FAMILY,4.7,34279,24M,1000000,Free,0,Everyone,Casual;Creativity,02-Aug-18
ColorbyDisney,FAMILY,2.7,5706,47M,500000,Free,0,Everyone,Entertainment,13-Jul-17
ColorByNumberSandboxPixelColoringBook,FAMILY,4.7,24557,24M,1000000,Free,0,Everyone,Casual;Creativity,03-Aug-18
MCQCEIT,FAMILY,5,22,3.6M,1000,Free,0,Everyone,Education,07-Nov-17
CEBroker,FAMILY,3.7,190,12M,10000,Free,0,Everyone,Education,22-Mar-17
DColorbyNumberwithVoxels,FAMILY,4.5,5481,69M,500000,Free,0,Everyone,Entertainment,07-Jul-18
CNSummerChallenge,FAMILY,3.7,985,49M,100000,Free,0,Everyone,Entertainment;Brain Games,24-May-18
CNSayinCartoonNetwork,FAMILY,4.5,85,25M,10000,Free,0,Everyone,Entertainment,27-Mar-18
ChampionsandChallengersAdventureTime,FAMILY,4.6,51973,27M,1000000,Free,0,Everyone,Role Playing,02-Aug-18
DeckShopforClashRoyale,FAMILY,4.6,2167,13M,100000,Free,0,Everyone,Entertainment,06-Aug-18
CTAbdomen,FAMILY,4.3,7,62M,1000,Free,0,Everyone,Education,21-Feb-17
ClanManagerTT,FAMILY,4.7,55,3.3M,1000,Free,0,Everyone,Casual,24-Jul-18
CACSNetwork,FAMILY,4.7,160,19M,5000,Free,0,Everyone,Education,25-Jul-18
HallmarkChannelEverywhere,FAMILY,4.2,6784,13M,500000,Free,0,Everyone,Entertainment,30-Aug-17
EvolutionCPIVCalculatorforpokemon,FAMILY,4.3,9465,43M,500000,Free,0,Everyone,Entertainment,08-Jul-18
DrCaresAmysPetClinic,FAMILY,4.5,3580,60M,100000,Free,0,Everyone,Casual,30-Apr-18
DNEmployee,FAMILY,5,1,3.8M,10,Free,0,Everyone,Education,25-Jun-18
FaceoffDPBattleApp,FAMILY,4.8,38,6.7M,1000,Free,0,Everyone,Entertainment,15-Jun-18
DiscipleMakersDMLab,FAMILY,5,3,4.0M,100,Free,0,Everyone,Education,01-Aug-18
DVASSIST,FAMILY,5,1,18M,100,Free,0,Everyone,Education,02-Aug-18
DWLearnGermanAABandplacementtest,FAMILY,4.3,902,1.8M,100000,Free,0,Everyone,Education,28-Sep-17
ShabadGurubaniPunjabimpfreeEkOnkarSatnam,FAMILY,5,5,64M,100,Free,0,Everyone,Entertainment,19-Jan-18
DHUFO,FAMILY,5,1,59M,100,Free,0,Everyone,Entertainment,24-May-18
EnglishforEveryone,FAMILY,3.2,429,18M,10000,Free,0,Everyone,Education,06-Jul-18
EFEnglishLivefortablets,FAMILY,3.1,1242,14M,50000,Free,0,Everyone,Education,24-Apr-18
EFEnglishLiveBusinessTablet,FAMILY,3.3,279,14M,10000,Free,0,Everyone,Education,25-Dec-17
GATESyllabusforECNotifications,FAMILY,4.7,23,4.3M,1000,Free,0,Everyone,Education,28-Aug-17
ECFairgrounds,FAMILY,5,3,5.5M,500,Free,0,Everyone,Entertainment,13-Jul-18
MLPColouringAdventures,FAMILY,3.8,7379,61M,1000000,Free,0,Everyone,Entertainment,28-Mar-17
EFSmartEnglishforPhone,FAMILY,3.5,208,13M,10000,Free,0,Everyone,Education,29-Jun-18
EFSmartEnglish,FAMILY,3.7,150,11M,5000,Free,0,Everyone,Education,11-Jun-18
EFEnglishLiveBusiness,FAMILY,3.6,496,14M,100000,Free,0,Everyone,Education,04-May-18
MyEFCenter,FAMILY,2.8,89,35M,10000,Free,0,Everyone,Education,23-Jul-18
PlasticSurgerySurgeonSimulatorErDoctorGames,FAMILY,3.7,3482,37M,500000,Free,0,Everyone,Casual,07-Aug-18
RaytheonFEWVR,FAMILY,4.5,6,22M,500,Free,0,Everyone,Entertainment,09-Jun-17
InvasiveAlienSpeciesEurope,FAMILY,4.5,13,13M,1000,Free,0,Everyone,Education,20-Nov-17
daskaleu,FAMILY,5,5,15M,50,Free,0,Everyone,Education,06-Oct-17
REVRoboticEnhanceVehicles,FAMILY,4.4,2558,61M,100000,Free,0,Everyone,Entertainment,16-Jan-18
FDVRPlayerforYoutube,FAMILY,3.9,100,9.1M,10000,Free,0,Everyone,Entertainment,30-Nov-16
FDVRVideoPlayerStored,FAMILY,3.9,751,17M,100000,Free,0,Everyone,Entertainment,30-Nov-16
FDVRVirtualPhotoGallery,FAMILY,3.5,179,7.4M,10000,Free,0,Everyone,Entertainment,30-Nov-16
FDVRStoreVRGamesandApps,FAMILY,4,105,7.5M,10000,Free,0,Everyone,Simulation,30-Nov-16
