App,Category,Rating,Reviews,Size,Installs,Type,Price ($),Content Rating,Genres,Last Updated,Current Ver,Android Ver
CxFileExplorer,TOOLS,4.7,175,4.3M,10000,Free,0,Everyone,Tools,28/07/2018,1.0.7,5.0 and up
NusendaCUMobileBanking,FINANCE,3.5,805,6.5M,50000,Free,0,Everyone,Finance,17/07/2018,5.4.5,5.0 and up
MeritrustCUMobileBanking,FINANCE,4.7,3661,14M,50000,Free,0,Everyone,Finance,12/06/2018,5.9.1.0,5.0 and up
TropicalFinancialCU,FINANCE,4.6,1231,14M,10000,Free,0,Everyone,Finance,12/06/2018,5.9.1.0,5.0 and up
CyFairFCUMobileBanking,FINANCE,4.7,439,13M,5000,Free,0,Everyone,Finance,30/01/2018,5.7.1.0,5.0 and up
PokeGenieSafeIVCalculator,TOOLS,4.7,92958,36M,1000000,Free,0,Everyone,Tools,27/07/2018,1.13.0,5.0 and up
HTCSenseInputCZ,TOOLS,4.3,87,7.3M,10000,Free,0,Everyone,Tools,09/11/2015,1.0.612933,5.0 and up
DGScreenRecorder,VIDEO_PLAYERS,3.3,12,2.9M,500,Free,0,Everyone,Video Players & Editors,20/10/2015,1.7,5.0 and up
SuperheroesMarvelDCComicsTVMoviesNews,COMICS,5,34,12M,5000,Free,0,Everyone,Comics,31/07/2018,1.0.5,5.0 and up
DSLViewer,PHOTOGRAPHY,3.5,13,7.9M,1000,Free,0,Everyone,Photography,29/01/2018,1.2.0.9,5.0 and up
DSfinder,TOOLS,4,2596,32M,500000,Free,0,Everyone,Tools,19/07/2018,2.0.1,5.0 and up
TheDLHughleyShow,FAMILY,4.3,23,11M,5000,Free,0,Everyone,Entertainment,29/05/2018,3.1.2,5.0 and up
DLEvansBankMobileBanking,FINANCE,4.3,85,30M,10000,Free,0,Everyone,Finance,02/05/2018,18.1.79,5.0 and up
DoISnoreorGrind,MEDICAL,4.4,2295,19M,100000,Free,0,Everyone,Medical,09/07/2018,0.3.1,5.0 and up
DoRemindersTodoListNotes,PRODUCTIVITY,4.3,4649,30M,100000,Free,0,Everyone,Productivity,19/06/2018,2.8.12,5.0 and up
FirstHawaiianBankMobile,FINANCE,2.1,232,29M,10000,Free,0,Everyone,Finance,09/05/2018,18.1.79,5.0 and up
AdobeFillSignEasyPDFFormFiller,PRODUCTIVITY,4.3,11402,5.3M,1000000,Free,0,Everyone,Productivity,07/11/2017,1.3.0,5.0 and up
DN,NEWS_AND_MAGAZINES,3.3,78,17M,10000,Free,0,Everyone,News & Magazines,02/07/2018,3.2.1.258,5.0 and up
SoccerManager,SPORTS,4.4,63779,95M,1000000,Free,0,Everyone,Sports,16/07/2018,1.5.6,5.0 and up
DWWitness,BUSINESS,4,6,3.5M,500,Free,0,Everyone,Business,14/05/2018,1.1.2,5.0 and up
DigiDexforDWNextOrderPS,TOOLS,4.2,155,16M,10000,Free,0,Everyone,Tools,24/02/2018,1.3,5.0 and up
TrainRacingGamesDPlayer,GAME,4.3,192374,56M,10000000,Free,0,Everyone,Racing,09/01/2018,Varies with device,5.0 and up
ExchangeBankEBMobile,FINANCE,4.6,8,31M,1000,Free,0,Everyone,Finance,02/05/2018,18.1.79,5.0 and up
DDJMusicMixerwithVirtualDJ,FAMILY,4.3,796,28M,100000,Free,0,Everyone,Entertainment,03/07/2018,6.6.8,5.0 and up
QuikFreeVideoEditorforphotosclipsmusic,VIDEO_PLAYERS,4.7,696665,91M,10000000,Free,0,Everyone,Video Players & Editors,05/07/2018,4.7.4.3869-7b2372c3e,5.0 and up
DKVirtualReality,FAMILY,3.7,42,29M,1000,Free,0,Everyone,Books & Reference;Education,13/03/2018,1.7.1,5.0 and up
EducationFirstFCUMobile,FINANCE,2.9,204,29M,10000,Free,0,Everyone,Finance,09/05/2018,18.1.79,5.0 and up
EFEnglishLiveforphone,FAMILY,3.6,2210,15M,100000,Free,0,Everyone,Education,24/07/2018,3.1.0,5.0 and up
EFClassroom,FAMILY,3.2,190,23M,50000,Free,0,Everyone,Education,23/07/2018,3.0.0.2927,5.0 and up
RealMadridApp,SPORTS,4.6,161423,73M,5000000,Free,0,Everyone,Sports,01/08/2018,6.5.3,5.0 and up
HTCSenseInputEN,TOOLS,4.3,24175,8.5M,5000000,Free,0,Everyone,Tools,30/10/2015,1.0.612931,5.0 and up
HTCSenseInputES,TOOLS,4.3,3509,6.5M,1000000,Free,0,Everyone,Tools,30/10/2015,1.0.612919,5.0 and up
EtihadAirways,TRAVEL_AND_LOCAL,4.1,3674,61M,500000,Free,0,Everyone,Travel & Local,09/07/2018,1.8.1 (41),5.0 and up
SCIEx,HEALTH_AND_FITNESS,3.5,8,7.9M,1000,Free,0,Everyone,Health & Fitness,28/06/2018,1.0060.b0060,5.0 and up
StormShield,WEATHER,3.5,2000,14M,100000,Free,0,Everyone,Weather,31/07/2018,4.1.12,5.0 and up
BMFlexCheck,AUTO_AND_VEHICLES,3.5,2,34M,100,Free,0,Everyone,Auto & Vehicles,08/06/2018,1.10.1,5.0 and up
BowersWilkinsDBSubwoofers,TOOLS,3.9,21,11M,10000,Free,0,Everyone,Tools,19/01/2018,1.2.0.27,5.0 and up
EZSEE,VIDEO_PLAYERS,2.8,71,10M,10000,Free,0,Everyone,Video Players & Editors,18/07/2018,3.08,5.0 and up
EVConnect,MAPS_AND_NAVIGATION,2.8,25,5.8M,1000,Free,0,Everyone,Maps & Navigation,06/08/2018,2.10.0,5.0 and up
BoltEVChargingService,AUTO_AND_VEHICLES,3,9,8.4M,100,Free,0,Everyone,Auto & Vehicles,23/03/2018,2.2.0,5.0 and up
EZTVPlayer,VIDEO_PLAYERS,3.5,51,11M,10000,Free,0,Everyone,Video Players & Editors,26/06/2018,8.0.9,5.0 and up
HTCSenseInputFA,TOOLS,4.6,1420,1.6M,100000,Free,0,Everyone,Tools,09/11/2015,1.0.606863,5.0 and up
EZgamescreenrecorderwithaudioP,VIDEO_PLAYERS,4.1,40,3.9M,1000,Free,0,Everyone,Video Players & Editors,13/07/2017,1.0.0,5.0 and up
EZScreenshot,TOOLS,4.4,55,1.4M,5000,Free,0,Everyone,Tools,12/09/2017,1.1.4,5.0 and up
FBLive,BUSINESS,3.7,27,18M,5000,Free,0,Everyone,Business,17/05/2018,1.2.0,5.0 and up
DeportivoTolucaFC,SPORTS,4.7,2317,5.9M,50000,Free,0,Everyone,Sports,26/07/2018,2.0.20,5.0 and up
SantaFeIndianMarket,FAMILY,3.8,4,30M,500,Free,0,Everyone,Entertainment,23/07/2018,5.11,5.0 and up
FEMechanicalEngineeringPrep,FAMILY,1,2,21M,1000,Free,0,Everyone,Education,27/07/2018,5.33.3669,5.0 and up
FECivilEngineeringExamPrep,FAMILY,2.8,9,21M,1000,Free,0,Everyone,Education,27/07/2018,5.33.3669,5.0 and up
FDCalculatorTermDepositFixedDeposit,FINANCE,4.8,12,2.7M,1000,Free,0,Everyone,Finance,13/06/2018,2.1,5.0 and up
FDCommunityFCUMobile,FINANCE,4.7,175,12M,1000,Free,0,Everyone,Finance,12/06/2018,5.9.1.0,5.0 and up
FICFL,FINANCE,3.7,112,3.9M,10000,Free,0,Everyone,Finance,05/07/2018,1.1.1,5.0 and up
FCBrowserFocusPrivacyBrowser,COMMUNICATION,4.1,26,4.6M,1000,Free,0,Everyone,Communication,24/11/2017,1,5.0 and up
ChelseaFCOfficialKeyboard,PRODUCTIVITY,4.5,91397,14M,1000000,Free,0,Everyone,Productivity,03/07/2018,3.4.4,5.0 and up
FCRedBullSalzburgApp,SPORTS,4.5,1526,89M,50000,Free,0,Everyone,Sports,07/08/2018,4.0.4-R,5.0 and up
WSVNNewsMiami,NEWS_AND_MAGAZINES,4.5,3320,14M,100000,Free,0,Everyone,News & Magazines,03/08/2018,v4.30.0.9,5.0 and up
FirstFederalBankofFlorida,FINANCE,4.3,133,30M,10000,Free,0,Everyone,Finance,23/05/2018,18.1.79,5.0 and up
PriorityONECreditUnionofFl,FINANCE,4.7,178,12M,1000,Free,0,Everyone,Finance,12/06/2018,5.9.1.0,5.0 and up
WFLANewsChannelTampaFL,NEWS_AND_MAGAZINES,3.8,133,14M,10000,Free,0,Everyone,News & Magazines,18/07/2018,v4.30.0.8,5.0 and up
HTCSenseInputFR,TOOLS,4,885,8.0M,100000,Free,0,Everyone,Tools,30/10/2015,1.0.612928,5.0 and up
BankNordik,FINANCE,3.9,28,15M,5000,Free,0,Everyone,Finance,08/08/2018,7.3.2,5.0 and up
FuelRewardsprogram,LIFESTYLE,4.6,32433,46M,1000000,Free,0,Everyone,Lifestyle,26/06/2018,2.9.1,5.0 and up
LearnJapaneseKoreanChineseOfflineFree,EDUCATION,4.9,133136,26M,1000000,Free,0,Everyone,Education;Education,20/07/2018,2.16.11.10,4.2 and up
TalkatoneFreeTextsCallsPhoneNumber,COMMUNICATION,4.1,132014,25M,10000000,Free,0,Everyone,Communication,18/07/2018,6.1,4.2 and up
PakWheelsBuySellCars,AUTO_AND_VEHICLES,4.4,15168,37M,1000000,Free,0,Everyone,Auto & Vehicles,27/07/2018,10.0.2,4.2 and up
TieAlwaysbehappy,BEAUTY,4.7,964,9.0M,50000,Free,0,Everyone,Beauty,21/06/2018,4,4.2 and up
Chilindo,SHOPPING,3.8,18364,29M,1000000,Free,0,Everyone,Shopping,04/08/2018,29.14,4.2 and up
ROMWEWomensFashion,SHOPPING,4.6,135043,11M,10000000,Free,0,Everyone,Shopping,30/07/2018,4.0.2,4.2 and up
BliblicomOnlineShopping,SHOPPING,4.2,171584,12M,10000000,Free,0,Everyone,Shopping,26/07/2018,4.9.5,4.2 and up
LabsonDemand,MEDICAL,5,1,22M,10,Free,0,Everyone,Medical,03/08/2018,1.2,4.2 and up
MinuteVeterinaryConsultCanineFeline,MEDICAL,2.3,17,6.8M,1000,Free,0,Everyone,Medical,29/03/2018,2.6,4.2 and up
HuntingtonMobile,FINANCE,4.2,11264,24M,1000000,Free,0,Everyone,Finance,26/06/2018,5.2.203,4.2 and up
RefreshingappFreeapplicationthatcanusedealcoupons,FOOD_AND_DRINK,3.5,10741,41M,1000000,Free,0,Everyone,Food & Drink,23/07/2018,5.2.2,4.2 and up
foodpandaLocalFoodDelivery,FOOD_AND_DRINK,4,292969,16M,10000000,Free,0,Everyone,Food & Drink,30/07/2018,4.11.3,4.2 and up
MSNMoneyStockQuotesNews,FINANCE,4.5,78361,22M,1000000,Free,0,Everyone,Finance,05/07/2018,1.2.0,4.2 and up
ExperianFreeCreditReport,FINANCE,4.6,23130,46M,1000000,Free,0,Everyone,Finance,12/07/2018,2.1.4,4.2 and up
MotorolaSpotlightPlayer,ENTERTAINMENT,4.6,22508,3.3M,10000000,Free,0,Everyone,Entertainment,16/07/2015,v1.8b22p13,4.2 and up
HeadspaceMeditationMindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,10000000,Free,0,Everyone,Health & Fitness,23/07/2018,3.6.4,4.2 and up
LIFULLHOMES,HOUSE_AND_HOME,4.2,7573,18M,1000000,Free,0,Everyone,House & Home,25/07/2018,8.2.1,4.2 and up
BikeComputerGPSCyclingTracker,HEALTH_AND_FITNESS,4.4,12029,4.3M,1000000,Free,0,Everyone,Health & Fitness,04/08/2018,2.6,4.2 and up
SixPackinDaysAbsWorkout,HEALTH_AND_FITNESS,4.9,272337,13M,10000000,Free,0,Everyone,Health & Fitness,21/06/2018,1.0.2,4.2 and up
LoseBellyFatinDaysFlatStomach,HEALTH_AND_FITNESS,4.9,38098,11M,5000000,Free,0,Everyone,Health & Fitness,21/06/2018,1.0.4,4.2 and up
FreshBooksClassic,BUSINESS,4.1,1802,26M,100000,Free,0,Everyone,Business,18/04/2018,1.7.14,4.2 and up
DMVPermitPracticeTestEdition,AUTO_AND_VEHICLES,4.9,6090,27M,100000,Free,0,Everyone,Auto & Vehicles,03/07/2018,1.7,4.2 and up
SKEncaDirectMallsUsedCarsSearch,AUTO_AND_VEHICLES,3.6,1379,16M,500000,Free,0,Everyone,Auto & Vehicles,02/08/2018,2.2.21,4.2 and up
CDLPracticeTestEdition,AUTO_AND_VEHICLES,4.9,7774,17M,100000,Free,0,Everyone,Auto & Vehicles,03/07/2018,1.7,4.2 and up
LearnToDrawKawaiiCharacters,ART_AND_DESIGN,3.2,55,2.7M,5000,Free,0,Everyone,Art & Design,06/06/2018,NaN,4.2 and up
InfinitePainter,ART_AND_DESIGN,4.1,36815,29M,1000000,Free,0,Everyone,Art & Design,14/06/2018,6.1.61.1,4.2 and up
Cookpad,FOOD_AND_DRINK,4.5,131569,8.2M,10000000,Free,0,Everyone,Food & Drink,03/08/2018,2.76.2.0-android,4.2 and up
GoldenDictionaryENAR,BOOKS_AND_REFERENCE,4.4,51269,6.1M,1000000,Free,0,Everyone,Books & Reference,19/07/2018,7.0.4.6,4.2 and up
MyASUSServiceCenter,BUSINESS,4.4,380837,7.3M,10000000,Free,0,Everyone,Business,04/07/2018,3.4.5,4.2 and up
FrozenFreeFall,FAMILY,4.3,1574197,37M,50000000,Free,0,Everyone,Puzzle;Action & Adventure,27/07/2018,6.7.0,4.2 and up
KidsAnimalsJigsawPuzzles,FAMILY,4.1,51895,22M,10000000,Free,0,Everyone,Educational;Brain Games,16/06/2018,18.1,4.2 and up
MKeCatalog,LIFESTYLE,4,6676,6.2M,1000000,Free,0,Everyone,Lifestyle,21/02/2018,3,4.2 and up
HoulihanLawrence,LIFESTYLE,4.4,33,23M,5000,Free,0,Everyone,Lifestyle,12/10/2017,3.9.5,4.2 and up
PalacePetsinWhiskerHaven,FAMILY,4.1,47213,14M,5000000,Free,0,Everyone,Entertainment;Pretend Play,09/12/2017,1.8,4.2 and up
ChangeDACoursduDZDsurlemarchparallle,FINANCE,4.4,188,3.3M,10000,Free,0,Everyone,Finance,28/07/2018,2.5,4.2 and up
DZsim,TOOLS,4.4,417,15M,10000,Free,0,Everyone,Tools,26/04/2018,3,4.2 and up
SiyahaDz,TRAVEL_AND_LOCAL,4.5,289,9.8M,10000,Free,0,Everyone,Travel & Local,13/03/2018,2.6.3,4.2 and up
PapumbaAcademyFunLearningForKids,FAMILY,4.4,496,94M,100000,Free,0,Everyone,Education;Education,11/07/2018,1,4.2 and up
PonyFriendsBeepzzracinggameforkids,FAMILY,4.5,114,69M,50000,Free,0,Everyone,Racing;Action & Adventure,13/06/2018,1.4.3,4.2 and up
CarRacinggameforKidsBeepzzDogs,FAMILY,4.4,131,48M,100000,Free,0,Everyone,Racing;Action & Adventure,13/06/2018,1.1.1,4.2 and up
VZNavigatorforTablets,TRAVEL_AND_LOCAL,3.6,285,39M,500000,Free,0,Everyone,Travel & Local,22/01/2018,10.7.8.111,4.2 and up
HDCameraQuickSnapPhotoVideo,PHOTOGRAPHY,4.5,21841,7.7M,1000000,Free,0,Everyone,Photography,24/07/2018,1.6.4,4.2 and up
SelfieCameraBeautyCameraPhotoEditorCollage,PHOTOGRAPHY,4.7,31985,9.1M,1000000,Free,0,Everyone,Photography,06/08/2018,1.7.14,4.2 and up
HDCameraBestCamwithfilterspanorama,PHOTOGRAPHY,4.5,38953,9.7M,5000000,Free,0,Everyone,Photography,26/07/2018,2.2.4,4.2 and up
HDCamera,PHOTOGRAPHY,4.3,49680,8.7M,5000000,Free,0,Everyone,Photography,11/07/2018,1.8.5,4.2 and up
VZNavigatorforGalaxyS,TRAVEL_AND_LOCAL,3,2750,39M,5000000,Free,0,Everyone,Travel & Local,22/01/2018,10.7.8.111,4.2 and up
PGATOURLIVE,SPORTS,3.4,1845,12M,100000,Free,0,Everyone,Sports,07/06/2017,1.3.0,4.2 and up
BURSTProfessionals,MEDICAL,4.5,11,25M,1000,Free,0,Everyone,Medical,17/01/2018,1.0.7,4.2 and up
NHL,SPORTS,4,68935,48M,5000000,Free,0,Everyone,Sports,27/06/2018,9.4.0,4.2 and up
MLBBallpark,SPORTS,3.9,5510,32M,1000000,Free,0,Everyone,Sports,16/07/2018,7.3.0,4.2 and up
MSNSportsScoresSchedule,SPORTS,4.5,35394,21M,500000,Free,0,Everyone,Sports,05/07/2018,1.2.0,4.2 and up
TopMercatofootballnews,SPORTS,4.3,16016,6.9M,1000000,Free,0,Everyone,Sports,07/01/2016,2.7.0,4.2 and up
HomesnapRealEstateRentals,HOUSE_AND_HOME,4.3,3834,30M,500000,Free,0,Everyone,House & Home,31/07/2018,5.20.38,4.2 and up
SAMSUNGRETAILMODE,LIBRARIES_AND_DEMO,4.3,6,5.5M,10000,Free,0,Everyone,Libraries & Demo,03/08/2018,8.0.20180212,4.2 and up
SamsungSMARTCAMERAApp,PHOTOGRAPHY,4,34753,22M,1000000,Free,0,Everyone,Photography,03/07/2018,1.4.0_180703,4.2 and up
MinuteClinicalConsultforyears,MEDICAL,4.2,33,8.0M,10000,Free,0,Everyone,Medical,02/05/2018,2.6.2,4.2 and up
HillClimbRacing,GAME,4.4,8923587,63M,100000000,Free,0,Everyone,Racing,02/07/2018,1.37.2,4.2 and up
HDCameraforAndroid,PHOTOGRAPHY,4.1,351254,4.0M,10000000,Free,0,Everyone,Photography,29/06/2018,4.6.0.0,4.2 and up
MLBTAPSPORTSBASEBALL,GAME,4.6,32506,82M,1000000,Free,0,Everyone,Sports,27/06/2018,1.2.1,4.2 and up
DezeenMagazineRSSReader,NEWS_AND_MAGAZINES,4.3,350,14M,10000,Free,0,Everyone,News & Magazines,22/07/2018,3.000.1,4.2 and up
MyAirtelOnlineRechargePayBillWalletUPI,PRODUCTIVITY,4.3,1498393,14M,50000000,Free,0,Everyone,Productivity,02/08/2018,4.3.2.0,4.2 and up
DenisBrogniartAH,FAMILY,4.5,2931,818k,100000,Free,0,Everyone,Entertainment,04/08/2017,1.1,4.2 and up
NewLauncher,PERSONALIZATION,4.4,142393,12M,10000000,Free,0,Everyone,Personalization,31/07/2018,1.284.1.126,4.2 and up
PetalsDlivewallpaper,PERSONALIZATION,4.2,112479,4.3M,10000000,Free,0,Everyone,Personalization,25/07/2018,3.0.5,4.2 and up
NewKeyboard,PERSONALIZATION,4.6,298321,14M,10000000,Free,0,Everyone,Personalization,05/08/2018,2.5.5.9,4.2 and up
LATimesYourCaliforniaNews,NEWS_AND_MAGAZINES,3.6,3311,10M,100000,Free,0,Everyone,News & Magazines,24/04/2018,4.0.1,4.2 and up
GoldenLauncher,PERSONALIZATION,4.4,32794,12M,5000000,Free,0,Everyone,Personalization,31/07/2018,1.284.1.83,4.2 and up
MicrosoftLauncher,PERSONALIZATION,4.6,649568,26M,10000000,Free,0,Everyone,Personalization,01/08/2018,4.12.0.44682,4.2 and up
DashClockWidget,PERSONALIZATION,4.1,62301,1.9M,1000000,Free,0,Everyone,Personalization,11/05/2016,1.7.2,4.2 and up
FilmoraGoFreeVideoEditor,VIDEO_PLAYERS,4.4,238459,35M,10000000,Free,0,Everyone,Video Players & Editors,06/06/2018,3.1.4,4.2 and up
ACRemoteforCarrierNOWFREE,TOOLS,3.7,163,26M,10000,Free,0,Everyone,Tools,30/07/2018,6.1.7,4.2 and up
ACRemoteforSamsungNOWFREE,TOOLS,3.7,566,27M,100000,Free,0,Everyone,Tools,30/07/2018,6.1.7,4.2 and up
ACRemoteforSharpNOWFREE,TOOLS,3.7,332,26M,50000,Free,0,Everyone,Tools,30/07/2018,6.1.7,4.2 and up
AdfreeTriangleSolver,FAMILY,4.5,118,24M,10000,Free,0,Everyone,Education,20/08/2015,6.3.1,4.2 and up
MiRemotecontrollerforTVSTBACandmore,TOOLS,4.1,114340,28M,10000000,Free,0,Everyone,Tools,01/08/2018,5.7.1,4.2 and up
MotoLEDforMotoXERoot,LIFESTYLE,3.4,4082,318k,500000,Free,0,Everyone,Lifestyle,16/10/2014,1,4.2 and up
SuperCarFModforMCPE,GAME,3.6,214,4.9M,50000,Free,0,Everyone,Adventure,19/07/2018,3.0.1,4.2 and up
GPSSpeedometerTripMeterAltimeter,MAPS_AND_NAVIGATION,4.3,32225,3.2M,1000000,Free,0,Everyone,Maps & Navigation,26/07/2018,2.0.0,4.2 and up
Mylove,TOOLS,3.5,163997,16M,10000000,Free,0,Everyone,Tools,05/08/2018,5.36,4.2 and up
easyJetTravelApp,TRAVEL_AND_LOCAL,4.4,134895,50M,10000000,Free,0,Everyone,Travel & Local,01/07/2018,2.32.2,4.2 and up
BrightestFlashlightFree,TOOLS,4.7,1335799,3.8M,50000000,Free,0,Everyone,Tools,27/10/2017,2.5.2,4.2 and up
ConvertPadUnitConverter,TOOLS,4.4,90831,4.3M,10000000,Free,0,Everyone,Tools,18/06/2017,3.1.00,4.2 and up
NetworkSignalInfo,TOOLS,4.1,33926,17M,1000000,Free,0,Everyone,Tools,03/08/2018,4.78.06,4.2 and up
humapp,MAPS_AND_NAVIGATION,4.4,10218,78M,1000000,Free,0,Everyone,Maps & Navigation,31/07/2018,5.072.1830.2,4.2 and up
SoloLockerDIYLocker,TOOLS,4.5,474439,7.9M,10000000,Free,0,Everyone,Tools,26/06/2018,6.1.7.5,4.2 and up
DisneyMagicTimerbyOralB,FAMILY,3.9,31061,83M,1000000,Free,0,Everyone,Health & Fitness;Action & Adventure,16/06/2018,4.0.6,4.2 and up
CompTIAExamTraining,FAMILY,4.8,3053,17M,50000,Free,0,Everyone,Education,03/07/2018,1.7,4.2 and up
WiFiOverview,TOOLS,4.1,15693,18M,1000000,Free,0,Everyone,Tools,03/08/2018,4.32.07,4.2 and up
SuperMarioRun,GAME,3.7,1221896,70M,100000000,Free,0,Everyone,Action,12/07/2018,3.0.11,4.2 and up
Classicalmusicforbaby,PARENTING,4.8,1940,38M,100000,Free,0,Everyone,Parenting;Music & Video,18/07/2018,1.04,4.2 and up
Favoritechildrenssongs,PARENTING,4.7,39,95M,10000,Free,0,Everyone,Parenting,06/07/2018,1.2.5,4.2 and up
LocalWeatherForecastVisualWidget,WEATHER,4.5,3478,6.1M,500000,Free,0,Everyone,Weather,02/08/2018,2.9.10,4.2 and up
AmazonDrive,PRODUCTIVITY,4.4,18669,4.1M,1000000,Free,0,Everyone,Productivity,08/01/2018,1.9.1.147.0-google,4.2 and up
Calculatorfreecalculatormulticalculatorapp,TOOLS,4.6,25592,7.5M,10000000,Free,0,Everyone,Tools,31/07/2018,v8.0.1.8.0629.1,4.2 and up
JotterPadWriterScreenplayNovel,PRODUCTIVITY,4.6,57904,11M,1000000,Free,0,Everyone,Productivity,01/07/2018,12.8.2-pi,4.2 and up
Calculatorfreecalculatormulticalculatorapp,TOOLS,4.4,1236,5.8M,100000,Free,0,Everyone,Tools,06/07/2018,8.1.6,4.2 and up
SonictheHedgehogClassic,GAME,4.4,125652,56M,10000000,Free,0,Everyone,Action,18/06/2018,3.3.0,4.2 and up
TheTFactor,EVENTS,4.8,48,13M,1000,Free,0,Everyone,Events,26/09/2017,8.8,4.2 and up
vview,FAMILY,3.6,309,19M,10000,Free,0,Everyone,Entertainment,22/06/2017,1.1.0.0402,4.2 and up
SmoreEarnCashRewards,PRODUCTIVITY,4.1,15097,14M,1000000,Free,0,Everyone,Productivity,23/07/2018,1.6.0,4.2 and up
AbsWorkoutBurnBellyFatwithNoEquipment,HEALTH_AND_FITNESS,4.8,69279,10M,10000000,Free,0,Everyone,Health & Fitness,23/07/2018,1.1.8,4.2 and up
ACRemoteforDaikinNOWFREE,TOOLS,3.5,383,26M,50000,Free,0,Everyone,Tools,30/07/2018,6.1.7,4.2 and up
ACRemoteforHaierNOWFREE,TOOLS,3.9,336,27M,50000,Free,0,Everyone,Tools,30/07/2018,6.1.7,4.2 and up
Itaubank,FINANCE,4.2,957973,40M,10000000,Free,0,Everyone,Finance,30/07/2018,6.5.7,4.2 and up
NedbankMoney,FINANCE,4.2,6076,32M,500000,Free,0,Everyone,Finance,28/07/2018,4.1.1-0-prod,4.2 and up
EcobankMobileBanking,FINANCE,4,12073,42M,1000000,Free,0,Everyone,Finance,25/05/2018,3.3,4.2 and up
KTBNetbank,FINANCE,3.8,42644,19M,5000000,Free,0,Everyone,Finance,28/06/2018,8.18,4.2 and up
RadioJavan,ENTERTAINMENT,4.4,46916,4.5M,1000000,Free,0,Everyone,Entertainment,18/07/2018,7.3,4.2 and up
MangoLanguagesLovableLanguageCourses,EDUCATION,4,4815,19M,500000,Free,0,Everyone,Education,17/07/2018,4.2.3,4.2 and up
FlippyCampusBuyselloncampusatadiscount,EDUCATION,4,889,7.4M,500000,Free,0,Everyone,Education,09/03/2018,2.2.4,4.2 and up
myD,EVENTS,4.6,573,8.7M,100000,Free,0,Everyone,Events,12/07/2018,1.4,4.2 and up
BeUSalonsHairBeautyDealsInDelhiBangalore,LIFESTYLE,4,889,16M,100000,Free,0,Everyone,Lifestyle,02/08/2018,1.1.4.38,4.2 and up
PocketUASW,FAMILY,3.9,93,28M,10000,Free,0,Everyone,Education,25/07/2018,3.0.6,4.2 and up
RemoteForATTUverseTVNOWFREE,TOOLS,2.5,20,26M,5000,Free,0,Everyone,Tools,25/07/2018,6.1.5,4.2 and up
PTIFlexMakerPhotoFrameEditorSongs,EVENTS,4.6,99,13M,10000,Free,0,Everyone,Events,06/07/2018,1.1,4.2 and up
LBBFindNewUniqueThingsToDoAroundYou,EVENTS,4.6,3874,14M,100000,Free,0,Everyone,Events,27/07/2018,4.0.19,4.2 and up
ACRemoteforMideaNOWFREE,TOOLS,4,448,26M,100000,Free,0,Everyone,Tools,30/07/2018,6.1.7,4.2 and up
ACRemoteforLGNOWFREE,TOOLS,3.7,1041,28M,100000,Free,0,Everyone,Tools,30/07/2018,6.1.7,4.2 and up
ACRemoteforOGeneralNOWFREE,TOOLS,3.7,274,26M,50000,Free,0,Everyone,Tools,30/07/2018,6.1.7,4.2 and up
MyTamagotchiForever,FAMILY,4.3,28735,91M,1000000,Free,0,Everyone,Casual,01/08/2018,1.12.0.1654,4.2 and up
SleepasMicrosoftBandAddOn,LIFESTYLE,3.5,28,121k,1000,Free,0,Everyone,Lifestyle,23/01/2016,1.0.0.8,4.2 and up
FastlikeaFox,GAME,4.3,104389,12M,5000000,Free,0,Everyone,Adventure,17/04/2018,1.4.0,4.2 and up
AlabamaGamedayLive,SPORTS,4.7,19,12M,1000,Free,0,Everyone,Sports,18/05/2018,2.0.1,4.2 and up
RProgrammingLanguage,FAMILY,3.8,39,2.9M,1000,Free,0,Everyone,Education,21/12/2017,1,4.2 and up
ProfessionalAVSolutionProductsinformation,PRODUCTIVITY,4.5,24,22M,1000,Free,0,Everyone,Productivity,12/07/2017,2.0.1,4.2 and up
DisplayPhoneScreenOnTV,TOOLS,3.6,9895,2.7M,1000000,Free,0,Everyone,Tools,03/02/2017,2,4.2 and up
QuranKhmerOfflineAY,FAMILY,5,41,4.0M,1000,Free,0,Everyone,Education,13/12/2017,10.6,4.2 and up
NBAZBusinessMobileBanking,FINANCE,4.1,44,13M,1000,Free,0,Everyone,Finance,05/04/2018,4.2.31,4.2 and up
NBAZMobileBanking,FINANCE,4,463,13M,10000,Free,0,Everyone,Finance,05/04/2018,4.2.31,4.2 and up
MaleficentFreeFall,FAMILY,4.4,450013,37M,10000000,Free,0,Everyone,Puzzle,11/07/2018,5.9.0,4.2 and up
AuPair,SOCIAL,3.6,58,15M,10000,Free,0,Everyone,Social,14/08/2017,1.3.0,4.2 and up
TourBDBahirDarMap,MAPS_AND_NAVIGATION,4.9,49,3.9M,100,Free,0,Everyone,Maps & Navigation,16/10/2017,2,4.2 and up
BetheManagerFootballStrategy,SPORTS,4.3,7557,7.4M,100000,Free,0,Everyone,Sports,12/03/2018,2.2.1,4.2 and up
StatsRoyaleforClashRoyale,BOOKS_AND_REFERENCE,4.5,68226,16M,1000000,Free,0,Everyone,Books & Reference,06/08/2018,1.9.1,4.2 and up
UltimateClashRoyaleTracker,FAMILY,4.7,92010,5.9M,1000000,Free,0,Everyone,Strategy,04/07/2018,1.4.8,4.2 and up
